Item_Id,Goods_category,Retailing_price_(YUAN),Commission_rate,Sales_volume,Sales_amount,Conversion_rate,Short_video,Live_streaming,Name,Host_category,Good_category_new
10195,Dress and underwear,49.86,1.00%,1758,90444,8.06%,0,2,Lovemimius,K,clothing
10196,Dress and underwear,109,1.00%,829,90387,17.49%,0,1,Lovemimius,K,clothing
10197,Dress and underwear,94.21,1.00%,942,90064,2.41%,0,3,Lovemimius,K,clothing
10198,Dress and underwear,9999,1.00%,9,89991,0.04%,0,2,Lovemimius,K,clothing
10199,Dress and underwear,138.98,1.00%,647,89923,1.09%,0,6,Lovemimius,K,clothing
10200,Dress and underwear,99,1.00%,622,89225,6.71%,0,2,Lovemimius,K,clothing
10201,Dress and underwear,148.99,1.00%,597,88950,1.85%,0,2,Lovemimius,K,clothing
10202,Dress and underwear,178,1.00%,498,88644,4.73%,0,1,Lovemimius,K,clothing
10203,Dress and underwear,48.97,1.00%,1800,88170,5.58%,0,3,Lovemimius,K,clothing
10204,Dress and underwear,118.94,1.00%,741,88137,5.97%,0,1,Lovemimius,K,clothing
10205,Dress and underwear,38.95,1.00%,2243,87374,13.92%,0,1,Lovemimius,K,clothing
10206,Dress and underwear,139,1.00%,624,86736,1.54%,0,3,Lovemimius,K,clothing
10207,Dress and underwear,78.09,1.00%,1097,86384,0.56%,0,6,Lovemimius,K,clothing
10208,Dress and underwear,58.94,1.00%,1456,85823,11.29%,0,1,Lovemimius,K,clothing
10209,Dress and underwear,134.97,1.00%,622,85477,0.93%,0,3,Lovemimius,K,clothing
10210,Dress and underwear,49,1.00%,1743,85429,6.97%,0,1,Lovemimius,K,clothing
10211,Dress and underwear,126.07,1.00%,672,85179,3.17%,0,2,Lovemimius,K,clothing
10212,Dress and underwear,68.98,1.00%,1230,84853,12.23%,0,1,Lovemimius,K,clothing
10213,Dress and underwear,78.98,1.00%,944,84804,2.91%,0,2,Lovemimius,K,clothing
10214,Shoe bag,55.2,1.00%,1438,84503,1.14%,0,8,Lovemimius,K,clothing
10215,Dress and underwear,68.9,1.00%,1221,84226,7.69%,0,2,Lovemimius,K,clothing
10216,Dress and underwear,459,1.00%,183,83997,1.30%,0,1,Lovemimius,K,clothing
10217,Dress and underwear,49,1.00%,1712,83869,9.77%,0,1,Lovemimius,K,clothing
10218,Dress and underwear,78.98,1.00%,1060,83724,3.03%,0,1,Lovemimius,K,clothing
10219,Dress and underwear,78.97,1.00%,1059,83639,3.28%,0,2,Lovemimius,K,clothing
10220,Dress and underwear,198.99,1.00%,420,83578,6.38%,0,1,Lovemimius,K,clothing
10221,Dress and underwear,128.95,1.00%,646,83332,0.90%,0,4,Lovemimius,K,clothing
10222,Dress and underwear,139,1.00%,599,83236,4.30%,0,2,Lovemimius,K,clothing
10223,Dress and underwear,199,1.00%,418,83182,1.39%,0,2,Lovemimius,K,clothing
10224,Shoe bag,78.87,1.00%,1050,82882,1.06%,0,7,Lovemimius,K,clothing
10225,Dress and underwear,28.96,1.00%,2857,82755,8.84%,0,2,Lovemimius,K,clothing
10226,Dress and underwear,59,1.00%,1393,82165,18.05%,0,1,Lovemimius,K,clothing
10227,Dress and underwear,28.97,1.00%,2828,81958,7.15%,0,2,Lovemimius,K,clothing
10228,Dress and underwear,78.97,1.00%,1037,81907,25.35%,0,2,Lovemimius,K,clothing
10229,Shoe bag,69,1.00%,1083,81055,1.80%,0,7,Lovemimius,K,clothing
10230,Dress and underwear,128.91,1.00%,627,80843,2.64%,0,2,Lovemimius,K,clothing
10231,Dress and underwear,138.97,1.00%,581,80753,0.89%,0,3,Lovemimius,K,clothing
10232,Dress and underwear,148.96,1.00%,542,80748,0.99%,0,3,Lovemimius,K,clothing
10233,Dress and underwear,95.79,1.00%,833,80497,1.93%,0,3,Lovemimius,K,clothing
10234,Dress and underwear,68.98,1.00%,1166,80443,2.25%,0,3,Lovemimius,K,clothing
10235,Dress and underwear,88,1.00%,913,80387,20.66%,0,1,Lovemimius,K,clothing
10236,Dress and underwear,117.83,1.00%,634,80331,0.89%,0,4,Lovemimius,K,clothing
10237,Dress and underwear,48.99,1.00%,1632,79970,3.12%,0,2,Lovemimius,K,clothing
10238,Dress and underwear,98.97,1.00%,804,79574,9.04%,0,1,Lovemimius,K,clothing
10239,Dress and underwear,68.63,1.00%,1155,79303,4.43%,0,2,Lovemimius,K,clothing
10240,Dress and underwear,48.96,1.00%,1617,79188,5.44%,0,2,Lovemimius,K,clothing
10241,Jewelry Accessories,19.97,1.00%,3892,77798,3.34%,0,5,Lovemimius,K,jewelry and watches
10242,Dress and underwear,99,1.00%,785,77715,2.51%,0,2,Lovemimius,K,clothing
10243,Dress and underwear,108.9,1.00%,713,77658,3.55%,0,2,Lovemimius,K,clothing
10244,Dress and underwear,126.77,1.00%,606,77114,2.91%,0,2,Lovemimius,K,clothing
10245,Dress and underwear,118.92,1.00%,648,77092,1.72%,0,3,Lovemimius,K,clothing
10246,Dress and underwear,68.99,1.00%,1117,77066,2.28%,0,3,Lovemimius,K,clothing
10247,Dress and underwear,99,1.00%,777,76925,1.47%,0,3,Lovemimius,K,clothing
10248,Dress and underwear,98.99,1.00%,768,76029,6.33%,0,2,Lovemimius,K,clothing
10249,Dress and underwear,48.95,1.00%,1544,75593,4.79%,0,2,Lovemimius,K,clothing
10250,Shoe bag,98.99,1.00%,763,75489,2.73%,0,2,Lovemimius,K,clothing
10251,Dress and underwear,229,1.00%,327,74878,3.86%,0,1,Lovemimius,K,clothing
10252,Dress and underwear,143,1.00%,522,74621,10.08%,0,2,Lovemimius,K,clothing
10253,Dress and underwear,59,1.00%,1264,74586,6.33%,0,2,Lovemimius,K,clothing
10254,Shoe bag,29.86,1.00%,2491,74416,13.30%,0,2,Lovemimius,K,clothing
10255,Dress and underwear,99,1.00%,751,74346,13.57%,0,1,Lovemimius,K,clothing
10256,Dress and underwear,138.98,1.00%,532,73940,1.37%,0,2,Lovemimius,K,clothing
10257,Dress and underwear,69,1.00%,1071,73898,9.47%,0,1,Lovemimius,K,clothing
10258,Dress and underwear,139,1.00%,529,73531,8.57%,0,1,Lovemimius,K,clothing
10259,Dress and underwear,58.97,1.00%,1245,73473,6.39%,0,3,Lovemimius,K,clothing
10260,Dress and underwear,98.99,1.00%,740,73256,2.43%,0,2,Lovemimius,K,clothing
10261,Dress and underwear,139,1.00%,521,72487,3.20%,0,2,Lovemimius,K,clothing
10262,Dress and underwear,68.99,1.00%,1050,72442,5.58%,0,2,Lovemimius,K,clothing
10263,Dress and underwear,199,1.00%,364,72436,1.99%,0,3,Lovemimius,K,clothing
10264,Dress and underwear,189,1.00%,383,72387,1.85%,0,1,Lovemimius,K,clothing
10265,Dress and underwear,78.98,1.00%,915,72267,5.50%,0,1,Lovemimius,K,clothing
10266,Dress and underwear,58.98,1.00%,1222,72075,9.62%,0,1,Lovemimius,K,clothing
10267,Dress and underwear,28.98,1.00%,2483,71979,11.81%,0,2,Lovemimius,K,clothing
10268,Dress and underwear,68.95,1.00%,1042,71868,6.37%,0,2,Lovemimius,K,clothing
10269,Dress and underwear,38.96,1.00%,1842,71775,8.31%,0,2,Lovemimius,K,clothing
10270,Shoe bag,88.69,1.00%,808,71724,0.35%,0,5,Lovemimius,K,clothing
10271,Dress and underwear,99,1.00%,721,71379,5.63%,0,1,Lovemimius,K,clothing
10272,Dress and underwear,79,1.00%,903,71337,4.46%,0,3,Lovemimius,K,clothing
10273,Dress and underwear,379,1.00%,188,71252,3.42%,0,1,Lovemimius,K,clothing
10274,Dress and underwear,78.84,1.00%,902,71193,0.81%,0,3,Lovemimius,K,clothing
10275,Dress and underwear,49,1.00%,1453,71184,16.03%,0,1,Lovemimius,K,clothing
10276,Dress and underwear,98.99,1.00%,716,70878,6.58%,0,1,Lovemimius,K,clothing
10277,Dress and underwear,158.94,1.00%,445,70737,1.08%,0,3,Lovemimius,K,clothing
10278,Dress and underwear,59,1.00%,1028,70352,5.90%,0,2,Lovemimius,K,clothing
10279,Dress and underwear,138.94,1.00%,505,70183,0.56%,0,2,Lovemimius,K,clothing
10280,Dress and underwear,136.71,1.00%,505,69356,1.12%,0,3,Lovemimius,K,clothing
10281,Dress and underwear,99,1.00%,541,69330,1.52%,0,3,Lovemimius,K,clothing
10282,Shoe bag,77.44,1.00%,875,68972,0.25%,0,9,Lovemimius,K,clothing
10283,Dress and underwear,69,1.00%,998,68865,12.41%,0,1,Lovemimius,K,clothing
10284,Dress and underwear,59,1.00%,1161,68518,3.82%,0,2,Lovemimius,K,clothing
10285,Dress and underwear,119,1.00%,574,68306,3.29%,0,2,Lovemimius,K,clothing
10286,Dress and underwear,138.95,1.00%,490,68098,0.69%,0,2,Lovemimius,K,clothing
10287,Dress and underwear,187.83,1.00%,361,68073,1.53%,0,3,Lovemimius,K,clothing
10288,Dress and underwear,88.95,1.00%,763,67877,2.44%,0,2,Lovemimius,K,clothing
10289,Dress and underwear,88.98,1.00%,762,67810,3.14%,0,2,Lovemimius,K,clothing
10290,Dress and underwear,139,1.00%,487,67693,2.40%,0,2,Lovemimius,K,clothing
10291,Dress and underwear,58.97,1.00%,1146,67590,12.57%,0,1,Lovemimius,K,clothing
10292,Dress and underwear,58.96,1.00%,1145,67537,3.26%,0,3,Lovemimius,K,clothing
10293,Dress and underwear,98.98,1.00%,680,67313,0.00%,0,1,Lovemimius,K,clothing
10294,Dress and underwear,88,1.00%,764,67198,6.78%,0,2,Lovemimius,K,clothing
10295,Dress and underwear,68.97,1.00%,964,66500,1.19%,0,4,Lovemimius,K,clothing
10296,Dress and underwear,68.95,1.00%,963,66407,5.10%,0,2,Lovemimius,K,clothing
10297,Dress and underwear,57.98,1.00%,1143,66282,6.60%,0,3,Lovemimius,K,clothing
10298,Dress and underwear,98.89,1.00%,668,66102,2.08%,0,3,Lovemimius,K,clothing
10299,Dress and underwear,79,1.00%,832,65738,4.28%,0,2,Lovemimius,K,clothing
10300,Dress and underwear,78.67,1.00%,831,65609,0.61%,0,6,Lovemimius,K,clothing
10301,Dress and underwear,78.99,1.00%,830,65564,8.60%,0,1,Lovemimius,K,clothing
10302,Dress and underwear,87.58,1.00%,687,65457,4.97%,0,2,Lovemimius,K,clothing
10303,Jewelry Accessories,19.99,1.00%,3254,65039,9.05%,0,2,Lovemimius,K,jewelry and watches
10304,Dress and underwear,48.97,1.00%,1324,64847,1.99%,0,5,Lovemimius,K,clothing
10305,Dress and underwear,66,1.00%,978,64528,7.09%,0,2,Lovemimius,K,clothing
10306,Dress and underwear,97.56,1.00%,645,63840,0.55%,0,3,Lovemimius,K,clothing
10307,Dress and underwear,48.98,1.00%,1299,63644,7.58%,0,2,Lovemimius,K,clothing
10308,Dress and underwear,98.98,1.00%,640,63351,2.70%,0,2,Lovemimius,K,clothing
10309,Dress and underwear,98.96,1.00%,639,63238,12.34%,0,1,Lovemimius,K,clothing
10310,Dress and underwear,136.73,1.00%,456,63039,0.77%,0,4,Lovemimius,K,clothing
10311,Dress and underwear,89,1.00%,707,62923,4.20%,0,1,Lovemimius,K,clothing
10312,Dress and underwear,128.98,1.00%,486,62691,1.62%,0,3,Lovemimius,K,clothing
10313,Dress and underwear,47.82,1.00%,1281,62683,2.47%,0,5,Lovemimius,K,clothing
10314,Dress and underwear,158,1.00%,395,62400,8.45%,0,1,Lovemimius,K,clothing
10315,Dress and underwear,64.95,1.00%,960,62356,4.54%,0,1,Lovemimius,K,clothing
10316,Dress and underwear,19.95,1.00%,3120,62262,3.67%,0,2,Lovemimius,K,clothing
10317,Dress and underwear,99,1.00%,621,62125,1.69%,0,3,Lovemimius,K,clothing
10318,Jewelry Accessories,19.96,1.00%,3098,61877,8.56%,0,2,Lovemimius,K,jewelry and watches
10319,Jewelry Accessories,19.97,1.00%,3091,61745,6.72%,0,3,Lovemimius,K,jewelry and watches
10320,Dress and underwear,88.95,1.00%,694,61735,6.27%,0,1,Lovemimius,K,clothing
10321,Dress and underwear,38.99,1.00%,1569,61177,4.68%,0,2,Lovemimius,K,clothing
10322,Dress and underwear,139,1.00%,440,61160,3.13%,0,2,Lovemimius,K,clothing
10323,Dress and underwear,59,1.00%,866,61018,3.44%,0,2,Lovemimius,K,clothing
10324,Jewelry Accessories,9.84,1.00%,6149,60530,6.50%,0,5,Lovemimius,K,jewelry and watches
10325,Dress and underwear,99,1.00%,546,60325,0.52%,0,2,Lovemimius,K,clothing
10326,Dress and underwear,98.98,1.00%,608,60184,6.80%,0,2,Lovemimius,K,clothing
10327,Dress and underwear,58.97,1.00%,1018,60044,9.34%,0,2,Lovemimius,K,clothing
10328,Dress and underwear,33.96,1.00%,1761,59838,1.68%,0,4,Lovemimius,K,clothing
10329,Dress and underwear,77,1.00%,773,59516,3.78%,0,2,Lovemimius,K,clothing
10330,Dress and underwear,65.92,1.00%,730,59491,4.89%,0,2,Lovemimius,K,clothing
10331,Dress and underwear,38.98,1.00%,1524,59416,9.52%,0,1,Lovemimius,K,clothing
10332,Shoe bag,53.95,1.00%,1032,59385,0.42%,0,6,Lovemimius,K,clothing
10333,Dress and underwear,74.94,1.00%,789,59135,4.81%,0,1,Lovemimius,K,clothing
10334,Dress and underwear,98.9,1.00%,595,58848,6.99%,0,1,Lovemimius,K,clothing
10335,Dress and underwear,79,1.00%,744,58815,5.29%,0,2,Lovemimius,K,clothing
10336,Dress and underwear,79,1.00%,744,58809,9.68%,0,2,Lovemimius,K,clothing
10337,Dress and underwear,139,1.00%,423,58797,1.85%,0,2,Lovemimius,K,clothing
10338,Dress and underwear,198.97,1.00%,295,58702,3.05%,0,2,Lovemimius,K,clothing
10339,Dress and underwear,99,1.00%,507,58456,0.49%,0,4,Lovemimius,K,clothing
10340,Dress and underwear,128.92,1.00%,452,58282,1.88%,0,3,Lovemimius,K,clothing
10341,Dress and underwear,76.98,1.00%,510,58115,6.05%,0,2,Lovemimius,K,clothing
10342,Dress and underwear,98.81,1.00%,584,57773,2.44%,0,2,Lovemimius,K,clothing
10343,Dress and underwear,69,1.00%,830,57270,4.86%,0,2,Lovemimius,K,clothing
10344,Dress and underwear,139,1.00%,386,57096,0.68%,0,2,Lovemimius,K,clothing
10345,Dress and underwear,78.99,1.00%,720,56878,1.86%,0,3,Lovemimius,K,clothing
10346,Dress and underwear,88.98,1.00%,639,56863,2.75%,0,2,Lovemimius,K,clothing
10347,Dress and underwear,39,1.00%,1455,56757,14.34%,0,1,Lovemimius,K,clothing
10348,Dress and underwear,58.97,1.00%,962,56734,3.75%,0,1,Lovemimius,K,clothing
10349,Dress and underwear,78.97,1.00%,718,56712,5.39%,0,2,Lovemimius,K,clothing
10350,Jewelry Accessories,19.99,1.00%,2834,56685,4.99%,0,3,Lovemimius,K,jewelry and watches
10351,Dress and underwear,26,1.00%,1955,56245,10.55%,0,3,Lovemimius,K,clothing
10352,Dress and underwear,59,1.00%,950,56050,3.23%,0,2,Lovemimius,K,clothing
10353,Dress and underwear,48.96,1.00%,1142,55949,0.92%,0,5,Lovemimius,K,clothing
10354,Dress and underwear,99,1.00%,565,55935,1.04%,0,3,Lovemimius,K,clothing
10355,Shoe bag,96.46,1.00%,566,55870,0.40%,0,7,Lovemimius,K,clothing
10356,Dress and underwear,78.97,1.00%,705,55687,1.01%,0,4,Lovemimius,K,clothing
10357,Dress and underwear,139,1.00%,400,55639,1.38%,0,2,Lovemimius,K,clothing
10358,Dress and underwear,78.97,1.00%,695,54897,1.51%,0,3,Lovemimius,K,clothing
10359,Dress and underwear,138.86,1.00%,394,54762,0.26%,0,3,Lovemimius,K,clothing
10360,Dress and underwear,28.97,1.00%,1889,54751,4.33%,0,3,Lovemimius,K,clothing
10361,Dress and underwear,149,1.00%,367,54683,0.97%,0,2,Lovemimius,K,clothing
10362,Dress and underwear,95,1.00%,572,54340,5.78%,0,1,Lovemimius,K,clothing
10363,Dress and underwear,48.99,1.00%,1108,54290,2.24%,0,4,Lovemimius,K,clothing
10364,Dress and underwear,139,1.00%,390,54210,0.90%,0,3,Lovemimius,K,clothing
10365,Dress and underwear,78.51,1.00%,686,54150,4.33%,0,2,Lovemimius,K,clothing
10366,Dress and underwear,38.95,1.00%,1390,54148,5.57%,0,2,Lovemimius,K,clothing
10367,Dress and underwear,39,1.00%,1386,54063,14.43%,0,1,Lovemimius,K,clothing
10368,Dress and underwear,65.87,1.00%,813,53946,0.76%,0,6,Lovemimius,K,clothing
10369,Dress and underwear,78.97,1.00%,683,53942,3.69%,0,1,Lovemimius,K,clothing
10370,Dress and underwear,68.99,1.00%,781,53885,15.57%,0,1,Lovemimius,K,clothing
10371,Dress and underwear,58.83,1.00%,906,53687,1.56%,0,2,Lovemimius,K,clothing
10372,Dress and underwear,99,1.00%,541,53559,3.99%,0,1,Lovemimius,K,clothing
10373,Dress and underwear,139,1.00%,385,53515,2.26%,0,2,Lovemimius,K,clothing
10374,Dress and underwear,47.76,1.00%,1098,53411,3.75%,0,2,Lovemimius,K,clothing
10375,Dress and underwear,139,1.00%,384,53376,5.73%,0,1,Lovemimius,K,clothing
10376,Dress and underwear,68.96,1.00%,773,53317,1.81%,0,2,Lovemimius,K,clothing
10377,Dress and underwear,99,1.00%,536,53064,8.01%,0,1,Lovemimius,K,clothing
10378,Dress and underwear,58.97,1.00%,898,52968,5.13%,0,2,Lovemimius,K,clothing
10379,Jewelry Accessories,9.87,1.00%,5352,52892,8.05%,0,5,Lovemimius,K,jewelry and watches
10380,Dress and underwear,79,1.00%,669,52851,8.28%,0,1,Lovemimius,K,clothing
10381,Dress and underwear,28.95,1.00%,1823,52804,8.52%,0,2,Lovemimius,K,clothing
10382,Dress and underwear,58.99,1.00%,895,52799,7.39%,0,1,Lovemimius,K,clothing
10383,Dress and underwear,89,1.00%,585,52065,8.85%,0,1,Lovemimius,K,clothing
10384,Dress and underwear,38.93,1.00%,1335,51996,3.92%,0,2,Lovemimius,K,clothing
10385,Dress and underwear,79,1.00%,658,51947,21.17%,0,1,Lovemimius,K,clothing
10386,Dress and underwear,108.99,1.00%,474,51662,3.95%,0,2,Lovemimius,K,clothing
10387,Dress and underwear,138.96,1.00%,371,51561,1.72%,0,2,Lovemimius,K,clothing
10388,Dress and underwear,88.97,1.00%,579,51520,3.20%,0,2,Lovemimius,K,clothing
10389,Dress and underwear,78.98,1.00%,647,51105,1.72%,0,4,Lovemimius,K,clothing
10390,Jewelry Accessories,9.65,1.00%,5189,50994,5.41%,0,4,Lovemimius,K,jewelry and watches
10391,Dress and underwear,69,1.00%,738,50938,2.78%,0,1,Lovemimius,K,clothing
10392,Dress and underwear,58.96,1.00%,863,50888,14.25%,0,1,Lovemimius,K,clothing
10393,Dress and underwear,59,1.00%,862,50849,0.40%,0,3,Lovemimius,K,clothing
10394,Food and beverage,29.9,10.00%,1692,50558,0.09%,0,7,Lovemimius,K,food
10395,Dress and underwear,48.98,1.00%,1027,50303,5.82%,0,1,Lovemimius,K,clothing
10396,Dress and underwear,69,1.00%,728,50263,16.03%,0,1,Lovemimius,K,clothing
10397,Dress and underwear,159,1.00%,118,50061,1.38%,0,2,Lovemimius,K,clothing
10398,Dress and underwear,99,1.00%,504,49896,1.83%,0,3,Lovemimius,K,clothing
10399,Dress and underwear,169,1.00%,294,49726,5.69%,0,1,Lovemimius,K,clothing
10400,Jewelry Accessories,19.95,1.00%,2485,49615,3.16%,0,4,Lovemimius,K,jewelry and watches
10401,Dress and underwear,78.93,1.00%,625,49365,1.46%,0,3,Lovemimius,K,clothing
10402,Dress and underwear,87.68,1.00%,561,49318,2.89%,0,2,Lovemimius,K,clothing
10403,Dress and underwear,126.23,1.00%,387,49234,1.07%,0,3,Lovemimius,K,clothing
10404,Dress and underwear,78,1.00%,629,49062,1.53%,0,3,Lovemimius,K,clothing
10405,Dress and underwear,84.92,1.00%,577,48999,4.81%,0,1,Lovemimius,K,clothing
10406,Jewelry Accessories,19.98,1.00%,2451,48981,8.73%,0,2,Lovemimius,K,jewelry and watches
10407,Dress and underwear,99,1.00%,490,48530,5.38%,0,1,Lovemimius,K,clothing
10408,Dress and underwear,58.91,1.00%,736,48297,1.76%,0,2,Lovemimius,K,clothing
10409,Dress and underwear,68.95,1.00%,698,48134,3.04%,0,2,Lovemimius,K,clothing
10410,Dress and underwear,78.99,1.00%,609,48108,9.04%,0,1,Lovemimius,K,clothing
10411,Dress and underwear,48.95,1.00%,977,47849,1.94%,0,5,Lovemimius,K,clothing
10412,Dress and underwear,98.93,1.00%,483,47803,2.05%,0,2,Lovemimius,K,clothing
10413,Dress and underwear,79.86,1.00%,597,47680,4.21%,0,1,Lovemimius,K,clothing
10414,Clocks and watches accessories,25.4,1.00%,1649,47560,2.56%,0,4,Lovemimius,K,jewelry and watches
10415,Dress and underwear,138.86,1.00%,342,47515,0.77%,0,2,Lovemimius,K,clothing
10416,Dress and underwear,139,1.00%,341,47394,1.26%,0,1,Lovemimius,K,clothing
10417,Dress and underwear,99,1.00%,477,47223,5.68%,0,1,Lovemimius,K,clothing
10418,Dress and underwear,129,1.00%,364,46956,2.37%,0,2,Lovemimius,K,clothing
10419,Shoe bag,128,30.00%,340,46657,0.81%,0,4,Lovemimius,K,clothing
10420,Dress and underwear,148.67,1.00%,313,46579,1.16%,0,2,Lovemimius,K,clothing
10421,Dress and underwear,78.98,1.00%,589,46525,3.68%,0,2,Lovemimius,K,clothing
10422,Dress and underwear,38.98,1.00%,1192,46469,7.43%,0,2,Lovemimius,K,clothing
10423,Dress and underwear,68.99,1.00%,673,46432,1.72%,0,4,Lovemimius,K,clothing
10424,Dress and underwear,68.92,1.00%,670,46189,1.73%,0,3,Lovemimius,K,clothing
10425,Clocks and watches accessories,13.87,1.00%,3325,46114,16.42%,0,2,Lovemimius,K,jewelry and watches
10426,Dress and underwear,88.97,1.00%,518,46091,4.55%,0,1,Lovemimius,K,clothing
10427,Dress and underwear,78.95,1.00%,583,46046,8.54%,0,1,Lovemimius,K,clothing
10428,Dress and underwear,58.97,1.00%,776,45764,4.60%,0,2,Lovemimius,K,clothing
10429,Dress and underwear,88.97,1.00%,509,45294,5.92%,0,2,Lovemimius,K,clothing
10430,Dress and underwear,68.94,1.00%,656,45238,4.39%,0,2,Lovemimius,K,clothing
10431,Dress and underwear,68.95,1.00%,653,45042,2.27%,0,3,Lovemimius,K,clothing
10432,Dress and underwear,58.97,1.00%,760,44824,3.22%,0,2,Lovemimius,K,clothing
10433,Jewelry Accessories,19.98,1.00%,2233,44616,8.32%,0,2,Lovemimius,K,jewelry and watches
10434,Dress and underwear,68.97,1.00%,645,44495,1.26%,0,3,Lovemimius,K,clothing
10435,Dress and underwear,418.96,1.00%,106,44410,0.82%,0,1,Lovemimius,K,clothing
10436,Dress and underwear,99,1.00%,448,44352,1.13%,0,3,Lovemimius,K,clothing
10437,Jewelry Accessories,9.87,1.00%,4491,44335,11.89%,0,2,Lovemimius,K,jewelry and watches
10438,Dress and underwear,58.98,1.00%,750,44244,3.35%,0,3,Lovemimius,K,clothing
10439,Dress and underwear,87.97,1.00%,496,43637,4.47%,0,1,Lovemimius,K,clothing
10440,Dress and underwear,90.39,1.00%,449,43401,3.09%,0,2,Lovemimius,K,clothing
10441,Dress and underwear,48.84,1.00%,884,43275,4.24%,0,2,Lovemimius,K,clothing
10442,Dress and underwear,68.94,1.00%,627,43254,0.63%,0,4,Lovemimius,K,clothing
10443,Dress and underwear,28.95,1.00%,1489,43144,3.96%,0,3,Lovemimius,K,clothing
10444,Dress and underwear,68.99,1.00%,624,43055,1.17%,0,4,Lovemimius,K,clothing
10445,Dress and underwear,28.98,1.00%,1476,42779,2.44%,0,4,Lovemimius,K,clothing
10446,Dress and underwear,98.96,1.00%,430,42562,3.27%,0,2,Lovemimius,K,clothing
10447,Jewelry Accessories,19.98,1.00%,2121,42373,5.02%,0,2,Lovemimius,K,jewelry and watches
10448,Dress and underwear,137.61,1.00%,305,42244,1.25%,0,2,Lovemimius,K,clothing
10449,Dress and underwear,138.97,1.00%,301,41837,0.60%,0,3,Lovemimius,K,clothing
10450,Dress and underwear,89,1.00%,469,41740,4.54%,0,2,Lovemimius,K,clothing
10451,Dress and underwear,68.97,20.00%,605,41733,2.59%,0,3,Lovemimius,K,clothing
10452,Dress and underwear,117.25,1.00%,353,41607,1.04%,0,2,Lovemimius,K,clothing
10453,Dress and underwear,98.98,1.00%,419,41475,8.58%,0,1,Lovemimius,K,clothing
10454,Dress and underwear,68.87,1.00%,598,41240,1.03%,0,3,Lovemimius,K,clothing
10455,Dress and underwear,69,1.00%,597,41193,1.31%,0,3,Lovemimius,K,clothing
10456,Dress and underwear,99,1.00%,415,41085,0.93%,0,3,Lovemimius,K,clothing
10457,Dress and underwear,45,1.00%,911,40995,2.61%,0,3,Lovemimius,K,clothing
10458,Dress and underwear,169,1.00%,242,40898,1.81%,0,3,Lovemimius,K,clothing
10459,Dress and underwear,98.96,1.00%,411,40678,2.51%,0,2,Lovemimius,K,clothing
10460,Jewelry Accessories,19.99,1.00%,2017,40317,13.48%,0,1,Lovemimius,K,jewelry and watches
10461,Jewelry Accessories,19.99,1.00%,2013,40247,9.81%,0,2,Lovemimius,K,jewelry and watches
10462,Dress and underwear,188.95,1.00%,213,40245,5.18%,0,1,Lovemimius,K,clothing
10463,Dress and underwear,57.33,1.00%,684,40076,1.96%,0,4,Lovemimius,K,clothing
10464,Jewelry Accessories,19.97,1.00%,2002,40008,6.48%,0,3,Lovemimius,K,jewelry and watches
10465,Dress and underwear,108.97,1.00%,366,39889,2.28%,0,2,Lovemimius,K,clothing
10466,Shoe bag,179,1.00%,221,39631,5.90%,0,1,Lovemimius,K,clothing
10467,Shoe bag,19.95,1.00%,1984,39628,2.78%,0,4,Lovemimius,K,clothing
10468,Dress and underwear,158.99,1.00%,249,39589,2.86%,0,1,Lovemimius,K,clothing
10469,Jewelry Accessories,19.91,1.00%,1976,39442,3.65%,0,3,Lovemimius,K,jewelry and watches
10470,Dress and underwear,58.98,1.00%,668,39402,1.11%,0,2,Lovemimius,K,clothing
10471,Jewelry Accessories,19.93,1.00%,1974,39398,1.40%,0,5,Lovemimius,K,jewelry and watches
10472,Dress and underwear,196.74,1.00%,200,39348,2.01%,0,1,Lovemimius,K,clothing
10473,Dress and underwear,79,1.00%,498,39342,4.83%,0,1,Lovemimius,K,clothing
10474,Dress and underwear,38.96,1.00%,1007,39251,1.83%,0,3,Lovemimius,K,clothing
10475,Dress and underwear,129,1.00%,304,39216,2.03%,0,2,Lovemimius,K,clothing
10476,Dress and underwear,119,1.00%,328,39030,5.58%,0,1,Lovemimius,K,clothing
10477,Dress and underwear,68.99,1.00%,565,38983,0.91%,0,3,Lovemimius,K,clothing
10478,Jewelry Accessories,9.86,1.00%,3916,38647,16.12%,0,2,Lovemimius,K,jewelry and watches
10479,Dress and underwear,118.99,1.00%,324,38553,2.44%,0,2,Lovemimius,K,clothing
10480,Jewelry Accessories,19.97,1.00%,1925,38461,6.93%,0,3,Lovemimius,K,jewelry and watches
10481,Dress and underwear,59,1.00%,649,38308,9.99%,0,1,Lovemimius,K,clothing
10482,Dress and underwear,79,1.00%,480,37910,5.58%,0,2,Lovemimius,K,clothing
10483,Dress and underwear,189,1.00%,200,37800,4.41%,0,1,Lovemimius,K,clothing
10484,Dress and underwear,69,1.00%,545,37599,19.46%,0,1,Lovemimius,K,clothing
10485,Dress and underwear,47.98,1.00%,627,37420,2.53%,0,2,Lovemimius,K,clothing
10486,Dress and underwear,99,1.00%,378,37414,12.63%,0,1,Lovemimius,K,clothing
10487,Dress and underwear,57.3,1.00%,649,37395,3.27%,0,2,Lovemimius,K,clothing
10488,Dress and underwear,78.95,1.00%,472,37267,1.87%,0,2,Lovemimius,K,clothing
10489,Dress and underwear,54.99,1.00%,672,36955,4.83%,0,1,Lovemimius,K,clothing
